Ticker,Sector
POOL,Industrials
POWI,Technology
POWL,Industrials
PPBI,Financial Services
PPC,Consumer Defensive
PPG,Basic Materials
PPIH,Industrials
PPL,Utilities
PPSI,Industrials
PRAA,Financial Services
PRDO,Consumer Defensive
PRGS,Technology
PROP,Energy
PROV,Financial Services
PRPH,Healthcare
PRQR,Healthcare
PRSO,Technology
PRTA,Healthcare
PRTG,Healthcare
PRTS,Consumer Cyclical
PRU,Financial Services
PSA,Real Estate
PSEC,Financial Services
PSHG,Industrials
PSIX,Industrials
PSMT,Consumer Defensive
PSTV,Healthcare
PSX,Energy
PTC,Technology
PTCT,Healthcare
PTEN,Energy
PTMN,Financial Services
PULM,Healthcare
PVLA,Healthcare
PWOD,Financial Services
PWR,Industrials
PXLW,Technology
PZZA,Consumer Cyclical
QCOM,Technology
QCRH,Financial Services
QDEL,Healthcare
QIPT,Healthcare
QLYS,Technology
QMCO,Technology
QNST,Communication Services
QQQX,Financial Services
QRHC,Industrials
QRVO,Technology
QUBT,Technology
QUIK,Technology
QURE,Healthcare
QVCGA,Consumer Cyclical
RAIL,Industrials
RAND,Financial Services
RARE,Healthcare
RAVE,Consumer Cyclical
RBBN,Technology
RBCAA,Financial Services
RCAT,Technology
RCEL,Healthcare
RCKY,Consumer Cyclical
RCL,Consumer Cyclical
RCMT,Industrials
RCON,Energy
RDCM,Communication Services
RDGT,Healthcare
RDHL,Healthcare
RDI,Communication Services
RDIB,Communication Services
RDNT,Healthcare
RDUS,Basic Materials
RDWR,Technology
REFR,Technology
REG,Real Estate
REGN,Healthcare
RELL,Technology
RF,Financial Services
RFIL,Industrials
RGCO,Utilities
RGEN,Healthcare
RGLD,Basic Materials
RGLS,Healthcare
RGP,Industrials
RGS,Consumer Cyclical
RICK,Consumer Cyclical
RIGL,Healthcare
RILY,Financial Services
RIME,Technology
RJF,Financial Services
RL,Consumer Cyclical
RLMD,Healthcare
RMBS,Technology
RMCF,Consumer Defensive
RMD,Healthcare
RMTI,Healthcare
ROCK,Industrials
ROK,Industrials
ROL,Consumer Cyclical
ROP,Technology
ROST,Consumer Cyclical
RRGB,Consumer Cyclical
RSG,Industrials
RSSS,Technology
RTX,Industrials
RUSHA,Consumer Cyclical
RUSHB,Consumer Cyclical
RVSB,Financial Services
RVTY,Healthcare
RVYL,Technology
RYAAY,Industrials
RZLT,Healthcare
SABR,Technology
SAFT,Financial Services
SAGE,Healthcare
SAIA,Industrials
SAIC,Technology
SAMG,Financial Services
SANG,Technology
SANM,Technology
SANW,Basic Materials
SATS,Communication Services
SAVA,Healthcare
SBAC,Real Estate
SBCF,Financial Services
SBET,Consumer Cyclical
SBFG,Financial Services
SBGI,Communication Services
SBLK,Industrials
SBRA,Real Estate
SBUX,Consumer Cyclical
SCHL,Communication Services
SCHW,Financial Services
SCKT,Technology
SCNX,Healthcare
SCOR,Communication Services
SCSC,Technology
SCVL,Consumer Cyclical
SCWO,Industrials
SCYX,Healthcare
SEED,Basic Materials
SEIC,Financial Services
SELF,Real Estate
SENEA,Consumer Defensive
SENEB,Consumer Defensive
SEVN,Real Estate
SFBC,Financial Services
SFM,Consumer Defensive
SFNC,Financial Services
SFST,Financial Services
SGA,Communication Services
SGC,Consumer Cyclical
SGLY,Industrials
SGMA,Technology
SGMO,Healthcare
SGRP,Industrials
SHBI,Financial Services
SHEN,Communication Services
SHIP,Industrials
SHOO,Consumer Cyclical
SHW,Basic Materials
SHYF,Industrials
SIEB,Financial Services
SIFY,Communication Services
SIGA,Healthcare
SIGI,Financial Services
SILC,Technology
SIMO,Technology
SINT,Healthcare
SIRI,Communication Services
SJM,Consumer Defensive
SKYW,Industrials
SLAB,Technology
SLB,Energy
SLM,Financial Services
SLMBP,Financial Services
SLNG,Energy
SLNH,Financial Services
SLNO,Healthcare
SLP,Healthcare
SLRC,Financial Services
SLS,Healthcare
SLSN,Consumer Defensive
SMBC,Financial Services
SMCI,Technology
SMID,Basic Materials
SMLR,Healthcare
SMSI,Technology
SMTC,Technology
SMTI,Healthcare
SNA,Industrials
SNBR,Consumer Cyclical
SNCR,Technology
SNEX,Financial Services
SNFCA,Financial Services
SNGX,Healthcare
SNOA,Healthcare
SNPS,Technology
SNT,Industrials
SNY,Healthcare
SO,Utilities
SOBR,Technology
SOHO,Real Estate
SOHU,Communication Services
SONN,Healthcare
SOTK,Technology
SOWG,Consumer Defensive
SPCB,Industrials
SPG,Real Estate
SPGI,Financial Services
SPNS,Technology
SPOK,Healthcare
SPSC,Technology
SPTN,Consumer Defensive
SPWH,Consumer Cyclical
SRCE,Financial Services
SRDX,Healthcare
SRE,Utilities
SRPT,Healthcare
SSBI,Financial Services
SSKN,Healthcare
SSNC,Technology
SSP,Communication Services
SSRM,Basic Materials
SSSS,Financial Services
SSYS,Technology
STAA,Healthcare
STBA,Financial Services
STE,Healthcare
STGW,Communication Services
STKL,Consumer Defensive
STKS,Consumer Cyclical
STLD,Basic Materials
STRA,Consumer Defensive
STRL,Industrials
STRM,Healthcare
STRR,Healthcare
STRS,Real Estate
STRT,Consumer Cyclical
STT,Financial Services
STX,Technology
STZ,Consumer Defensive
SUNE,Technology
SUPN,Healthcare
SVC,Real Estate
SWBI,Industrials
SWK,Industrials
SWKH,Financial Services
SWKS,Technology
SYBT,Financial Services
SYF,Financial Services
SYK,Healthcare
SYNA,Technology
SYPR,Consumer Cyclical
SYY,Consumer Defensive
T,Communication Services
TACT,Technology
TAIT,Technology
TAOP,Technology
TAP,Consumer Defensive
TARA,Healthcare
TATT,Industrials
TAYD,Industrials
TBBK,Financial Services
TBCH,Technology
TBPH,Healthcare
TBRG,Healthcare
TCBI,Financial Services
TCBK,Financial Services
TCOM,Consumer Cyclical
TCPC,Financial Services
TCRT,Healthcare
TCX,Technology
TDG,Industrials
TDY,Technology
TECH,Healthcare
TEL,Technology
TENX,Healthcare
TER,Technology
TFC,Financial Services
TFIN,Financial Services
TFSL,Financial Services
TGT,Consumer Defensive
TGTX,Healthcare
THFF,Financial Services
THRM,Consumer Cyclical
THTX,Healthcare
TILE,Consumer Cyclical
TIPT,Financial Services
TITN,Industrials
TJX,Consumer Cyclical
TKO,Communication Services
TLF,Consumer Cyclical
TLPH,Healthcare
TMO,Healthcare
TMUS,Communication Services
TNDM,Healthcare
TNFA,Healthcare
TNXP,Healthcare
TOMZ,Industrials
TOUR,Consumer Cyclical
TOWN,Financial Services
TPCS,Industrials
TPL,Energy
TPR,Consumer Cyclical
TPST,Healthcare
TRAW,Healthcare
TREE,Financial Services
TRGP,Energy
TRI,Industrials
TRIB,Healthcare
TRIP,Consumer Cyclical
TRMB,Technology
TRMK,Financial Services
TRNS,Industrials
TROO,Financial Services
TROW,Financial Services
TRS,Consumer Cyclical
TRST,Financial Services
TRUE,Communication Services
TRUP,Financial Services
TRV,Financial Services
TSAT,Technology
TSBK,Financial Services
TSCO,Consumer Cyclical
TSEM,Technology
TSLA,Consumer Cyclical
TSN,Consumer Defensive
TSSI,Technology
TT,Industrials
TTEC,Technology
TTEK,Industrials
TTGT,Technology
TTMI,Technology
TTNP,Healthcare
TTSH,Consumer Cyclical
TTWO,Communication Services
TURN,Financial Services
TVRD,Healthcare
TVTX,Healthcare
TWIN,Industrials
TXMD,Healthcare
TXN,Technology
TXRH,Consumer Cyclical
TXT,Industrials
TYL,Technology
TZOO,Communication Services
UAL,Industrials
UBCP,Financial Services
UBFO,Financial Services
UBSI,Financial Services
UCTT,Technology
UDR,Real Estate
UEIC,Technology
UFCS,Financial Services
UFPI,Basic Materials
UFPT,Healthcare
UG,Consumer Defensive
UHS,Healthcare
ULBI,Industrials
ULH,Industrials
ULTA,Consumer Cyclical
UMBF,Financial Services
UNB,Financial Services
UNH,Healthcare
UNP,Industrials
UNTY,Financial Services
UONE,Communication Services
UONEK,Communication Services
UPBD,Technology
UPLD,Technology
UPS,Industrials
URBN,Consumer Cyclical
URI,Industrials
USAU,Basic Materials
USB,Financial Services
USEG,Energy
USIO,Technology
USLM,Basic Materials
UTHR,Healthcare
UTMD,Healthcare
UTSI,Technology
UVSP,Financial Services
V,Financial Services
VABK,Financial Services
VALU,Financial Services
VANI,Healthcare
VBIX,Communication Services
VBTX,Financial Services
VC,Consumer Cyclical
VCEL,Healthcare
VCYT,Healthcare
VECO,Technology
VEON,Communication Services
VERB,Technology
VERU,Healthcare
VIAV,Technology
VICR,Technology
VIRC,Consumer Cyclical
VIVK,Energy
VIVS,Healthcare
VLGEA,Consumer Defensive
VLO,Energy
VLY,Financial Services
VMC,Basic Materials
VNDA,Healthcare
VNET,Technology
VNOM,Energy
VOD,Communication Services
VRA,Consumer Cyclical
VRDN,Healthcare
VRME,Industrials
VRNS,Technology
VRNT,Technology
VRSK,Industrials
VRSN,Technology
VRTX,Healthcare
VS,Technology
VSA,Consumer Defensive
VSAT,Technology
VSEC,Industrials
VSTM,Healthcare
VTGN,Healthcare
VTR,Real Estate
VTRS,Healthcare
VTSI,Technology
VUZI,Technology
VXRT,Healthcare
VZ,Communication Services
WAB,Industrials
WABC,Financial Services
WAFD,Financial Services
WASH,Financial Services
WAT,Healthcare
WATT,Technology
WB,Communication Services
WBA,Healthcare
WBD,Communication Services
WDAY,Technology
WDC,Technology
WDFC,Basic Materials
WEC,Utilities
WELL,Real Estate
WEN,Consumer Cyclical
WERN,Industrials
WEYS,Consumer Cyclical
WFC,Financial Services
WFCF,Industrials
WHF,Financial Services
WHLR,Real Estate
WILC,Consumer Defensive
WINA,Consumer Cyclical
WINT,Healthcare
WIX,Technology
WKHS,Consumer Cyclical
WKSP,Consumer Cyclical
WLDN,Industrials
WLFC,Industrials
WM,Industrials
WMB,Energy
WMT,Consumer Defensive
WNEB,Financial Services
WPRT,Consumer Cyclical
WRB,Financial Services
WRLD,Financial Services
WSBC,Financial Services
WSBF,Financial Services
WSFS,Financial Services
WSM,Consumer Cyclical
WST,Healthcare
WTBA,Financial Services
WTFC,Financial Services
WTW,Financial Services
WULF,Financial Services
WVVI,Consumer Defensive
WWD,Industrials
WY,Real Estate
WYNN,Consumer Cyclical
XEL,Utilities
XELB,Consumer Cyclical
XENE,Healthcare
XNCR,Healthcare
XNET,Technology
XOM,Energy
XOMA,Healthcare
XRAY,Healthcare
XRX,Technology
XTIA,Industrials
XTLB,Healthcare
XWEL,Healthcare
XXII,Consumer Defensive
XYL,Industrials
YHGJ,Consumer Cyclical
YORW,Utilities
YUM,Consumer Cyclical
ZBH,Healthcare
ZBRA,Technology
ZD,Communication Services
ZEUS,Basic Materials
ZG,Communication Services
ZION,Financial Services
ZIONP,Financial Services
ZTEK,Healthcare
ZTS,Healthcare
ZUMZ,Consumer Cyclical
ZYXI,Healthcare
SKYE,Healthcare
CHSCL,Consumer Defensive
ASND,Healthcare
SLRX,Healthcare
WHLRP,Real Estate
FNWB,Financial Services
ATEX,Communication Services
KPRX,Healthcare
RCKT,Healthcare
CHEK,Healthcare
EPIX,Healthcare
CLLS,Healthcare
TANH,Consumer Defensive
SEDG,Technology
CCD,Financial Services
GDDY,Technology
KRNT,Industrials
MFH,Technology
GWAV,Industrials
KALV,Healthcare
CDTX,Healthcare
XBIT,Healthcare
ETSY,Consumer Cyclical
VIRT,Financial Services
ZVRA,Healthcare
UNIT,Real Estate
VKTX,Healthcare
BPMC,Healthcare
ENVB,Healthcare
ADAP,Healthcare
FVCB,Financial Services
ATYR,Healthcare
COLL,Healthcare
SCNI,Healthcare
JAGX,Healthcare
FTAI,Industrials
RKDA,Consumer Defensive
BZUN,Consumer Cyclical
SHOP,Technology
VVPR,Technology
NAOV,Healthcare
FSV,Real Estate
WING,Consumer Cyclical
NEXT,Energy
LILAK,Communication Services
QLGN,Healthcare
WTFCM,Financial Services
ATXS,Healthcare
CETX,Technology
LNTH,Healthcare
ALRM,Technology
APPF,Technology
MCRB,Healthcare
NTRA,Healthcare
LILA,Communication Services
KHC,Consumer Defensive
PYPL,Financial Services
OLLI,Consumer Defensive
PVBC,Financial Services
MCFT,Consumer Cyclical
RPD,Technology
LITE,Technology
IBRX,Healthcare
VTVT,Healthcare
AQMS,Industrials
Z,Communication Services
INDP,Healthcare
RUN,Technology
XYLO,Healthcare
CNFR,Financial Services
RMNI,Technology
KURA,Healthcare
RGNX,Healthcare
PDSB,Healthcare
SGRY,Healthcare
SYBX,Healthcare
NVCR,Healthcare
ACRS,Healthcare
CTMX,Healthcare
PMTS,Financial Services
AVTX,Healthcare
HPE,Technology
LIVN,Healthcare
PRPL,Consumer Cyclical
PXS,Energy
WSC,Industrials
CELZ,Healthcare
PLYA,Consumer Cyclical
VYGR,Healthcare
WVE,Healthcare
AXSM,Healthcare
DLTH,Consumer Cyclical
PPBT,Healthcare
BDRX,Healthcare
TEAM,Technology
RMR,Real Estate
LMFA,Financial Services
GDC,Communication Services
OCX,Healthcare
EDIT,Healthcare
ONC,Healthcare
ABAT,Basic Materials
SNDX,Healthcare
NNDM,Technology
DRIO,Healthcare
HCM,Healthcare
CRVS,Healthcare
RIOT,Financial Services
SYRE,Healthcare
BATRA,Communication Services
BATRK,Communication Services
RRR,Consumer Cyclical
GWRS,Utilities
NTLA,Healthcare
PLSE,Healthcare
MRUS,Healthcare
MSBI,Financial Services
CLSD,Healthcare
MBRX,Healthcare
OTLK,Healthcare
RNAC,Healthcare
HONE,Financial Services
XBIO,Healthcare
FTV,Technology
APVO,Healthcare
PI,Technology
TPIC,Industrials
SRTS,Healthcare
PAVM,Healthcare
TCMD,Healthcare
BLBX,Technology
QNRX,Healthcare
FHB,Financial Services
MTVA,Healthcare
ATOM,Technology
MYSZ,Technology
MEDP,Healthcare
PTGX,Healthcare
AIRG,Technology
DELL,Technology
WVVIP,Consumer Defensive
TTD,Communication Services
ACIU,Healthcare
SISI,Consumer Defensive
FLGT,Healthcare
NTNX,Technology
VST,Utilities
RSLS,Healthcare
WORX,Healthcare
MRAM,Technology
ENTO,Healthcare
TUSK,Industrials
CRSP,Healthcare
IRTC,Healthcare
BL,Technology
PHUN,Technology
HWM,Industrials
GDS,Technology
GECC,Financial Services
SND,Energy
LW,Consumer Defensive
MNMD,Healthcare
CLSK,Financial Services
PRTH,Technology
POLA,Industrials
SNES,Basic Materials
ICHR,Technology
CNDT,Technology
TRVG,Communication Services
YTRA,Consumer Cyclical
NISN,Industrials
BLNE,Consumer Defensive
ORGO,Healthcare
AQB,Consumer Defensive
VREX,Healthcare
LPTX,Healthcare
ANAB,Healthcare
INVH,Real Estate
LAUR,Consumer Defensive
RMBL,Consumer Cyclical
METC,Basic Materials
POWW,Industrials
HLNE,Financial Services
JMSB,Financial Services
BYSI,Healthcare
VIASP,Utilities
NODK,Financial Services
VRRM,Technology
IMXI,Technology
OKTA,Technology
FBRX,Healthcare
AFBI,Financial Services
NCSM,Energy
SVRA,Healthcare
VRNA,Healthcare
ZYME,Healthcare
URGN,Healthcare
OVID,Healthcare
IR,Industrials
VERI,Technology
MOGO,Technology
ARGX,Healthcare
PENG,Technology
APPN,Technology
ALT,Healthcare
DUOT,Technology
BPRN,Financial Services
SSTI,Technology
IMRN,Healthcare
CGBD,Financial Services
EVTV,Consumer Cyclical
FRSX,Consumer Cyclical
SGBX,Industrials
ATNF,Healthcare
ESQ,Financial Services
MRSN,Healthcare
RNTX,Healthcare
AREC,Basic Materials
NDRA,Healthcare
PRPO,Healthcare
CODX,Healthcare
BHF,Financial Services
CBUS,Healthcare
KALA,Healthcare
WHLRD,Real Estate
RBB,Financial Services
RDFN,Real Estate
FNGR,Communication Services
FRGT,Technology
IMTE,Technology
AGNCN,Real Estate
LVO,Communication Services
ACGLO,Financial Services
BBCP,Industrials
MBIO,Healthcare
REKR,Technology
ZKIN,Basic Materials
HFFG,Consumer Defensive
FENC,Healthcare
CELC,Healthcare
KRYS,Healthcare
ZLAB,Healthcare
PETZ,Consumer Cyclical
NCNA,Healthcare
ROKU,Communication Services
PDLB,Financial Services
RYTM,Healthcare
SOHOO,Real Estate
CARG,Consumer Cyclical
VERO,Healthcare
KIDS,Healthcare
MDB,Technology
MATH,Financial Services
NAAS,Consumer Cyclical
FAT,Consumer Cyclical
AGAE,Communication Services
EYE,Consumer Cyclical
MBIN,Financial Services
NYMTN,Real Estate
ACMR,Technology
FNKO,Consumer Cyclical
SPRO,Healthcare
AHG,Healthcare
KXIN,Consumer Cyclical
IFRX,Healthcare
MRBK,Financial Services
APLS,Healthcare
BAND,Technology
FBIOP,Healthcare
XFOR,Healthcare
OSW,Consumer Cyclical
SCPH,Healthcare
SFIX,Consumer Cyclical
LOOP,Basic Materials
RETO,Basic Materials
BOXL,Technology
NRXP,Healthcare
QTRX,Healthcare
DNLI,Healthcare
NMRK,Real Estate
DOGZ,Consumer Cyclical
AMBR,Technology
LX,Financial Services
CUE,Healthcare
PLL,Basic Materials
VICI,Real Estate
ILPT,Real Estate
SURG,Communication Services
EYEN,Healthcare
VYNE,Healthcare
ACET,Healthcare
GAME,Communication Services
SLDB,Healthcare
CLGN,Healthcare
OSS,Technology
SLGL,Healthcare
EXPI,Real Estate
FRHC,Financial Services
GRWG,Consumer Cyclical
RENB,Healthcare
EOLS,Healthcare
VCTR,Financial Services
CDLX,Communication Services
FAMI,Consumer Defensive
WHWK,Healthcare
TRMD,Energy
GRYP,Financial Services
CRON,Healthcare
DTSS,Technology
ATXG,Industrials
BTAI,Healthcare
HUT,Financial Services
HYMC,Basic Materials
TH,Industrials
HOFV,Communication Services
BWB,Financial Services
ENSC,Healthcare
NMTC,Healthcare
ZS,Technology
AIHS,Financial Services
BTBT,Financial Services
GORV,Consumer Cyclical
BIOX,Basic Materials
FGFPP,Financial Services
DBX,Technology
LPRO,Financial Services
ALBT,Real Estate
BRAG,Consumer Cyclical
CXDO,Communication Services
GTBP,Healthcare
RDVT,Technology
BILI,Communication Services
QTTB,Healthcare
COGT,Healthcare
GNPX,Healthcare
IQ,Communication Services
IGIC,Financial Services
AGMH,Technology
THRY,Communication Services
BFST,Financial Services
CLBK,Financial Services
DAY,Technology
LASR,Technology
CHX,Energy
DOCU,Technology
GSHD,Financial Services
DCTH,Healthcare
UBX,Healthcare
JRSH,Consumer Cyclical
ROAD,Industrials
AMRX,Healthcare
XCUR,Healthcare
CLPS,Technology
ITRM,Healthcare
KNSA,Healthcare
SRRK,Healthcare
HPK,Energy
WRAP,Technology
HPKEW,Energy
AHCO,Healthcare
NVNO,Healthcare
EDRY,Industrials
MGTX,Healthcare
QNTM,Healthcare
XAIR,Healthcare
GRNQ,Industrials
VRCA,Healthcare
ESGRP,Financial Services
DNTH,Healthcare
IIIV,Technology
KZR,Healthcare
TECX,Healthcare
XERS,Healthcare
AUTL,Healthcare
ECOR,Healthcare
LOVE,Consumer Cyclical
UXIN,Consumer Cyclical
ENTX,Healthcare
EVER,Communication Services
STIM,Healthcare
DOMO,Technology
LSEA,Real Estate
SGML,Basic Materials
IQST,Communication Services
BROG,Energy
RPAY,Technology
BRY,Energy
CRNX,Healthcare
CCB,Financial Services
ESTA,Healthcare
MYFW,Financial Services
TLRY,Healthcare
REPL,Healthcare
AQST,Healthcare
JG,Technology
LQDA,Healthcare
PDD,Consumer Cyclical
TENB,Technology
ADIL,Healthcare
DVLT,Technology
OPRA,Communication Services
SONO,Technology
GTEC,Consumer Cyclical
AMAL,Financial Services
MESA,Industrials
PCB,Financial Services
ALAR,Technology
BNGO,Healthcare
KLXE,Energy
CHR,Communication Services
YI,Healthcare
FTDR,Consumer Cyclical
BHFAL,N/A
GTX,Consumer Cyclical
BSVN,Financial Services
YMAB,Healthcare
VIOT,Consumer Cyclical
CBNK,Financial Services
ARVN,Healthcare
STRO,Healthcare
UPWK,Communication Services
GH,Healthcare
KOD,Healthcare
OCCI,Financial Services
ALLO,Healthcare
VLYPO,Financial Services
VLYPP,Financial Services
EQ,Healthcare
BTCT,Technology
SIBN,Healthcare
CLNN,Consumer Defensive
RVPH,Healthcare
NIU,Consumer Cyclical
PT,Financial Services
STNE,Technology
GDYN,Technology
TWST,Healthcare
ETON,Healthcare
ESGRO,Financial Services
TC,Communication Services
TLSA,Healthcare
MDRR,Real Estate
MRNA,Healthcare
IMTX,Healthcare
LEGH,Consumer Cyclical
QFIN,Financial Services
APM,Healthcare
APYX,Healthcare
SXTC,Healthcare
UOKA,Consumer Cyclical
MTC,Technology
TIGO,Communication Services
WKEY,Technology
CRDL,Healthcare
RBKB,Financial Services
ADN,Industrials
INCR,Healthcare
NFE,Energy
INMB,Healthcare
GCMG,Financial Services
ALEC,Healthcare
GOSS,Healthcare
CTRM,Industrials
CMMB,Healthcare
HOTH,Healthcare
VFF,Consumer Defensive
SLE,Communication Services
ASLE,Industrials
AGNCM,Real Estate
SJ,Communication Services
FUTU,Financial Services
FOXA,Communication Services
FOX,Communication Services
BPYPP,Real Estate
BHFAP,Financial Services
CYCN,Healthcare
DOW,Basic Materials
TIGR,Financial Services
LAZR,Consumer Cyclical
GNFT,Healthcare
MVST,Consumer Cyclical
DTIL,Healthcare
LYFT,Technology
MAAS,Financial Services
XTKG,Technology
OXSQZ,N/A
TW,Financial Services
SOHON,Real Estate
BWAY,Healthcare
PLMR,Financial Services
GNLN,Consumer Defensive
HOOK,Healthcare
ZM,Technology
MREO,Healthcare
WAFU,Consumer Defensive
BYND,Consumer Defensive
SY,Healthcare
TMDX,Healthcare
RRBI,Financial Services
YJ,Consumer Cyclical
ZBAI,Financial Services
TRVI,Healthcare
MIST,Healthcare
NXTC,Healthcare
QNCX,Healthcare
SPFI,Financial Services
JFIN,Communication Services
SONM,Technology
UBER,Technology
APLT,Healthcare
OGI,Healthcare
BCYC,Healthcare
IDYA,Healthcare
CTVA,Basic Materials
TECTP,Financial Services
ATER,Consumer Cyclical
CRWD,Technology
AIRTP,Industrials
INBKZ,N/A
STOK,Healthcare
AKRO,Healthcare
GO,Consumer Defensive
PSNL,Healthcare
ARTL,Healthcare
IMVT,Healthcare
LGHL,Financial Services
CMBM,Technology
ADPT,Healthcare
BBIO,Healthcare
REAL,Consumer Cyclical
IHRT,Communication Services
XPEL,Consumer Cyclical
RMBI,Financial Services
DOYU,Communication Services
FSEA,Financial Services
FULC,Healthcare
MIRM,Healthcare
OBDC,Financial Services
PBFS,Financial Services
AFYA,Consumer Defensive
ARKO,Consumer Cyclical
CSTL,Healthcare
DKNG,Consumer Cyclical
HCAT,Healthcare
BHAT,Communication Services
ILLR,Technology
KRUS,Consumer Cyclical
SNDL,Consumer Defensive
CELU,Healthcare
INMD,Healthcare
VMD,Healthcare
BTOG,Financial Services
JFU,Technology
BITF,Financial Services
BPYPO,Real Estate
FITBP,Financial Services
MCBS,Financial Services
TXG,Healthcare
FITBO,Financial Services
STRRP,Healthcare
SWTX,Healthcare
CRNC,Technology
IGMS,Healthcare
DDOG,Technology
XGN,Healthcare
RILYN,N/A
GOODN,Real Estate
OPRT,Financial Services
PTON,Consumer Cyclical
AGNCO,Real Estate
MAPS,Technology
PNTG,Healthcare
APRE,Healthcare
KRRO,Healthcare
INDI,Technology
RILYP,Financial Services
BNTX,Healthcare
HBT,Financial Services
VIR,Healthcare
IPHA,Healthcare
NYMTM,Real Estate
BWIN,Financial Services
CABA,Healthcare
PAVS,Consumer Defensive
PGNY,Healthcare
PHAT,Healthcare
PROF,Healthcare
NTRSO,Financial Services
RAPT,Healthcare
ASTS,Technology
DUO,Real Estate
AVPT,Technology
BLDE,Industrials
XHG,Financial Services
UK,Real Estate
CNSP,Healthcare
KRKR,Communication Services
TELA,Healthcare
ETNB,Healthcare
UGRO,Industrials
CAN,Technology
SITM,Technology
CPZ,Financial Services
PARAA,Communication Services
NHPAP,Real Estate
XP,Financial Services
EH,Industrials
SPT,Technology
MBNKP,Financial Services
MNPR,Healthcare
KPLT,Technology
ADV,Communication Services
MNTS,Industrials
MDIA,Communication Services
CURI,Communication Services
JSPR,Healthcare
PRCH,Technology
BSBK,Financial Services
IMAB,Healthcare
SOGP,Communication Services
DCOMP,Financial Services
ARQT,Healthcare
BDTX,Healthcare
REYN,Consumer Cyclical
CCAP,Financial Services
AGNCP,Real Estate
BEAM,Healthcare
OXLCP,Financial Services
SDGR,Healthcare
ONEW,Consumer Cyclical
BPYPN,Real Estate
ADXN,Healthcare
HUIZ,Financial Services
RVMD,Healthcare
SDOT,Consumer Defensive
ZCMD,Healthcare
AEVA,Technology
PASG,Healthcare
FCNCP,Financial Services
ELVN,Healthcare
CARR,Industrials
OTIS,Industrials
NWTN,Consumer Cyclical
WIMI,Communication Services
ZNTL,Healthcare
KROS,Healthcare
ORIC,Healthcare
LYRA,Healthcare
NVVE,Consumer Cyclical
KC,Technology
WTFCP,Financial Services
ONBPP,Financial Services
BHFAO,Financial Services
IMCC,Healthcare
NEOV,Industrials
PNFPP,Financial Services
PLRX,Healthcare
WMG,Communication Services
GTM,Technology
TOI,Healthcare
DADA,Consumer Cyclical
LEGN,Healthcare
UCL,Communication Services
LTRN,Healthcare
BNR,Healthcare
CLOV,Healthcare
GBIO,Healthcare
PCVX,Healthcare
RNA,Healthcare
RPRX,Healthcare
HWCPZ,N/A
OPEN,Real Estate
TFINP,Financial Services
IMG,Consumer Defensive
ONBPO,Financial Services
RPTX,Healthcare
OPINL,
API,Technology
EBON,Technology
PYPD,Healthcare
INVZ,Consumer Cyclical
ADTX,Healthcare
IVA,Healthcare
NKTX,Healthcare
QH,Technology
FATBP,Consumer Cyclical
NCNO,Technology
PCT,Industrials
GOCO,Financial Services
RLAY,Healthcare
ALXO,Healthcare
JAMF,Technology
NUKK,Technology
EDTK,Consumer Defensive
ANNX,Healthcare
INZY,Healthcare
ITOS,Healthcare
NRIX,Healthcare
VERX,Technology
KLRS,Healthcare
LI,Consumer Cyclical
TALK,Healthcare
FTHM,Real Estate
VITL,Consumer Defensive
VSTA,Consumer Defensive
OBIO,Healthcare
VOXR,Basic Materials
BIGC,Technology
RXT,Technology
WSBCP,Financial Services
IBEX,Technology
NAUT,Healthcare
IRON,Healthcare
CVAC,Healthcare
FLUX,Industrials
FRMEP,Financial Services
HRMY,Healthcare
ANGH,Communication Services
AOUT,Consumer Cyclical
CCNEP,Financial Services
KYMR,Healthcare
NNOX,Healthcare
MAXN,Technology
GP,Industrials
PLBY,Consumer Cyclical
PRFX,Healthcare
QVCGP,Consumer Cyclical
FFAI,Consumer Cyclical
TNGX,Healthcare
ORGN,Basic Materials
RILYL,Financial Services
SLN,Healthcare
ABL,Financial Services
MKTW,Financial Services
OM,Healthcare
FROG,Technology
MNSBP,Financial Services
SNOW,Technology
STEP,Financial Services
DYN,Healthcare
ATHA,Healthcare
BIVI,Healthcare
CMPS,Healthcare
LCID,Consumer Cyclical
EVLV,Industrials
BSY,Technology
CRSR,Technology
GDRX,Healthcare
TSHA,Healthcare
AMST,Technology
GLSI,Healthcare
GOVX,Healthcare
PMVP,Healthcare
PRLD,Healthcare
SYTA,Technology
PLTR,Technology
LUNG,Healthcare
LXEH,Consumer Defensive
ASO,Consumer Cyclical
AVO,Consumer Defensive
CCCC,Healthcare
IMNM,Healthcare
LNSR,Healthcare
CCCS,Technology
GDEV,Communication Services
HYMCL,Basic Materials
SQFT,Real Estate
ELUT,Healthcare
KRON,Healthcare
OUST,Technology
STTK,Healthcare
ARRY,Technology
EBC,Financial Services
ALGS,Healthcare
PAYO,Technology
PRAX,Healthcare
TARS,Healthcare
LANDO,Real Estate
CIFR,Financial Services
MLTX,Healthcare
MSPR,Healthcare
YGMZ,Industrials
FHTX,Healthcare
FULTP,Financial Services
BDSX,Healthcare
ROOT,Financial Services
ALGM,Technology
GLTO,Healthcare
LESL,Consumer Cyclical
ARBE,Technology
AVIR,Healthcare
SHOT,Consumer Defensive
EOSE,Industrials
IVF,Healthcare
NN,Technology
WGS,Healthcare
CLBT,Technology
BHFAN,Financial Services
QSI,Healthcare
